,timestamp,open,high,low,close,vol
31,2025-03-12 13:10:00,0.17156,0.1717,0.17088,0.17152,17261.61
32,2025-03-12 13:15:00,0.17152,0.17159,0.1702,0.17052,17779.82
33,2025-03-12 13:20:00,0.17051,0.17084,0.16971,0.16976,29247.04
34,2025-03-12 13:25:00,0.16976,0.17033,0.16946,0.17017,29046.19
35,2025-03-12 13:30:00,0.17018,0.17135,0.16987,0.17106,33646.74
36,2025-03-12 13:35:00,0.17106,0.17142,0.16924,0.17008,31529.53
37,2025-03-12 13:40:00,0.17009,0.17076,0.16952,0.16989,16135.18
38,2025-03-12 13:45:00,0.1699,0.17046,0.16793,0.1684,45445.46
39,2025-03-12 13:50:00,0.1684,0.16909,0.16733,0.16738,44435.21
40,2025-03-12 13:55:00,0.16738,0.16756,0.16611,0.16705,68071.34
41,2025-03-12 14:00:00,0.16704,0.16736,0.16594,0.16703,45479.17
42,2025-03-12 14:05:00,0.16703,0.16739,0.16651,0.16699,23056.63
43,2025-03-12 14:10:00,0.16698,0.16724,0.16584,0.166,24025.35
44,2025-03-12 14:15:00,0.16599,0.16666,0.16535,0.16649,39127.24
45,2025-03-12 14:20:00,0.1665,0.16688,0.16591,0.16625,19599.46
46,2025-03-12 14:25:00,0.16626,0.16678,0.1661,0.1664,12552.68
47,2025-03-12 14:30:00,0.1664,0.16732,0.16457,0.16506,57358.96
48,2025-03-12 14:35:00,0.16506,0.16578,0.16473,0.16504,28570.35
49,2025-03-12 14:40:00,0.16504,0.16541,0.16459,0.16512,29802.15
50,2025-03-12 14:45:00,0.16512,0.16523,0.16425,0.1649,24738.34
51,2025-03-12 14:50:00,0.1649,0.16544,0.16443,0.1654,15782.66
52,2025-03-12 14:55:00,0.16539,0.16542,0.16448,0.16452,10611.52
53,2025-03-12 15:00:00,0.16452,0.16496,0.16334,0.1634,39781.85
54,2025-03-12 15:05:00,0.1634,0.16341,0.16134,0.16244,96872.32
55,2025-03-12 15:10:00,0.16245,0.16303,0.16198,0.16253,25060.98
56,2025-03-12 15:15:00,0.16253,0.16333,0.16215,0.16286,31093.84
57,2025-03-12 15:20:00,0.16287,0.16344,0.16273,0.16323,22238.75
58,2025-03-12 15:25:00,0.16324,0.16411,0.16301,0.16387,28138.47
59,2025-03-12 15:30:00,0.16387,0.1649,0.16387,0.16428,25215.52
60,2025-03-12 15:35:00,0.16427,0.16507,0.16413,0.16491,18418.95
61,2025-03-12 15:40:00,0.16492,0.16548,0.16472,0.16508,17146.38
62,2025-03-12 15:45:00,0.16508,0.16569,0.16455,0.1655,30751.74
63,2025-03-12 15:50:00,0.1655,0.16552,0.16471,0.1651,11690.64
64,2025-03-12 15:55:00,0.16511,0.16542,0.16398,0.16523,39846.32
65,2025-03-12 16:00:00,0.16522,0.16553,0.16475,0.1654,17117.7
66,2025-03-12 16:05:00,0.16541,0.16672,0.16541,0.16657,37017.11
67,2025-03-12 16:10:00,0.16656,0.16768,0.1664,0.16741,34745.16
68,2025-03-12 16:15:00,0.16742,0.16808,0.1662,0.16669,32139.65
69,2025-03-12 16:20:00,0.16669,0.16706,0.16615,0.16666,20982.77
70,2025-03-12 16:25:00,0.16665,0.16665,0.16592,0.16624,9566.09
71,2025-03-12 16:30:00,0.16625,0.16767,0.16588,0.16761,18592.49
72,2025-03-12 16:35:00,0.16761,0.16822,0.16722,0.16724,24101.8
73,2025-03-12 16:40:00,0.16724,0.16724,0.16596,0.16603,21669.67
74,2025-03-12 16:45:00,0.16602,0.16697,0.1658,0.16687,15739.12
75,2025-03-12 16:50:00,0.16688,0.16707,0.16585,0.16631,9162.08
76,2025-03-12 16:55:00,0.16632,0.16666,0.16603,0.16607,10353.92
77,2025-03-12 17:00:00,0.16608,0.1669,0.16585,0.16675,15879.54
78,2025-03-12 17:05:00,0.16674,0.16777,0.16667,0.16763,8314.68
79,2025-03-12 17:10:00,0.16764,0.16766,0.1671,0.16726,19414.03
80,2025-03-12 17:15:00,0.16726,0.16786,0.16687,0.16734,12194.23
81,2025-03-12 17:20:00,0.16734,0.16807,0.16731,0.16748,19479.51
82,2025-03-12 17:25:00,0.16748,0.16774,0.16711,0.16763,6507.59
83,2025-03-12 17:30:00,0.16762,0.16808,0.16703,0.16726,10630.35
84,2025-03-12 17:35:00,0.16727,0.16774,0.16687,0.16703,8937.53
85,2025-03-12 17:40:00,0.16702,0.1672,0.16652,0.16664,12111.59
86,2025-03-12 17:45:00,0.16663,0.1673,0.16651,0.16692,13267.66
87,2025-03-12 17:50:00,0.16691,0.16693,0.16596,0.16604,11525.0
88,2025-03-12 17:55:00,0.16604,0.16604,0.16527,0.16587,24717.17
89,2025-03-12 18:00:00,0.16588,0.16615,0.16548,0.16596,21210.07
90,2025-03-12 18:05:00,0.16594,0.16654,0.16586,0.16652,15183.75
91,2025-03-12 18:10:00,0.16653,0.16764,0.16653,0.16724,23619.85
92,2025-03-12 18:15:00,0.16723,0.16787,0.1671,0.16733,9813.32
93,2025-03-12 18:20:00,0.16733,0.16792,0.16722,0.16755,5369.98
94,2025-03-12 18:25:00,0.16755,0.16788,0.16744,0.16754,12634.93
95,2025-03-12 18:30:00,0.16755,0.16776,0.16684,0.16776,7563.81
96,2025-03-12 18:35:00,0.16776,0.16797,0.16748,0.16794,6373.94
97,2025-03-12 18:40:00,0.16794,0.16857,0.16777,0.16854,13549.39
98,2025-03-12 18:45:00,0.16853,0.16887,0.16802,0.16871,12942.35
99,2025-03-12 18:50:00,0.1687,0.16872,0.16791,0.16818,10137.02
100,2025-03-12 18:55:00,0.16818,0.16827,0.1678,0.16821,6706.4
101,2025-03-12 19:00:00,0.16822,0.16842,0.16782,0.16805,5990.6
102,2025-03-12 19:05:00,0.16805,0.16821,0.16746,0.1682,8281.92
103,2025-03-12 19:10:00,0.16821,0.1691,0.16816,0.16901,11541.91
104,2025-03-12 19:15:00,0.169,0.16926,0.1685,0.16908,12353.28
105,2025-03-12 19:20:00,0.16907,0.16956,0.1688,0.16893,11419.67
106,2025-03-12 19:25:00,0.16893,0.16917,0.16872,0.16899,9264.25
107,2025-03-12 19:30:00,0.169,0.16963,0.16895,0.16956,12418.88
108,2025-03-12 19:35:00,0.16956,0.16956,0.16852,0.16869,16017.42
109,2025-03-12 19:40:00,0.16869,0.16919,0.16842,0.16915,16934.58
110,2025-03-12 19:45:00,0.16915,0.16943,0.16862,0.16927,6675.32
111,2025-03-12 19:50:00,0.16927,0.16967,0.16889,0.1696,10988.26
112,2025-03-12 19:55:00,0.1696,0.16996,0.16918,0.16918,6840.81
113,2025-03-12 20:00:00,0.16918,0.16939,0.16887,0.16891,4671.13
114,2025-03-12 20:05:00,0.16891,0.16953,0.1686,0.16943,4607.6
115,2025-03-12 20:10:00,0.16944,0.16962,0.16907,0.16921,5772.9
116,2025-03-12 20:15:00,0.16921,0.16929,0.16895,0.16908,5946.52
117,2025-03-12 20:20:00,0.16908,0.16959,0.16871,0.16944,6941.37
118,2025-03-12 20:25:00,0.16943,0.16949,0.16877,0.16877,6062.52
119,2025-03-12 20:30:00,0.16877,0.16943,0.16877,0.16924,4628.74
120,2025-03-12 20:35:00,0.16924,0.16981,0.16921,0.16981,9679.18
121,2025-03-12 20:40:00,0.16981,0.17011,0.16964,0.16977,6384.28
122,2025-03-12 20:45:00,0.16977,0.17074,0.16958,0.17021,11732.21
123,2025-03-12 20:50:00,0.17022,0.17024,0.16961,0.16971,7527.72
124,2025-03-12 20:55:00,0.1697,0.17024,0.1697,0.17009,10206.0
125,2025-03-12 21:00:00,0.1701,0.17105,0.17006,0.17102,13972.12
126,2025-03-12 21:05:00,0.17102,0.17113,0.17002,0.17018,4877.31
127,2025-03-12 21:10:00,0.17018,0.17147,0.17018,0.1712,9900.81
128,2025-03-12 21:15:00,0.17119,0.17193,0.17119,0.17179,16769.95
129,2025-03-12 21:20:00,0.17178,0.17196,0.17139,0.17145,7285.89
130,2025-03-12 21:25:00,0.17145,0.17152,0.17087,0.17103,4682.35
131,2025-03-12 21:30:00,0.17104,0.17151,0.17052,0.17059,9046.76
132,2025-03-12 21:35:00,0.17059,0.17085,0.17006,0.17006,2992.0
133,2025-03-12 21:40:00,0.17006,0.17028,0.16982,0.17026,6304.18
134,2025-03-12 21:45:00,0.17026,0.17032,0.16956,0.16977,5970.66
135,2025-03-12 21:50:00,0.16977,0.16991,0.16917,0.16937,8892.16
136,2025-03-12 21:55:00,0.16937,0.17002,0.16927,0.16996,8214.39
137,2025-03-12 22:00:00,0.16996,0.17079,0.16978,0.17045,12364.78
138,2025-03-12 22:05:00,0.17045,0.17056,0.17005,0.17043,3079.84
139,2025-03-12 22:10:00,0.17042,0.17106,0.1703,0.17092,3282.73
140,2025-03-12 22:15:00,0.17092,0.17132,0.17066,0.17076,4550.42
141,2025-03-12 22:20:00,0.17076,0.17164,0.17076,0.17161,5704.26
142,2025-03-12 22:25:00,0.17162,0.17205,0.17151,0.17158,6052.33
143,2025-03-12 22:30:00,0.17156,0.17156,0.17107,0.1713,8205.97
144,2025-03-12 22:35:00,0.17131,0.17184,0.17117,0.17177,8567.75
145,2025-03-12 22:40:00,0.17178,0.17189,0.17139,0.17149,4429.35
146,2025-03-12 22:45:00,0.17148,0.1716,0.17102,0.1713,7048.95
147,2025-03-12 22:50:00,0.1713,0.1719,0.17127,0.1719,4639.14
148,2025-03-12 22:55:00,0.17191,0.17201,0.17168,0.17178,7184.4
149,2025-03-12 23:00:00,0.17179,0.17199,0.17127,0.17144,7326.37
150,2025-03-12 23:05:00,0.17143,0.17188,0.1713,0.17149,6016.47
151,2025-03-12 23:10:00,0.17148,0.17186,0.17141,0.17169,3888.56
152,2025-03-12 23:15:00,0.17169,0.17171,0.17126,0.17155,3595.34
153,2025-03-12 23:20:00,0.17154,0.17219,0.17153,0.17164,7490.29
154,2025-03-12 23:25:00,0.17165,0.17178,0.17136,0.17136,7746.13
155,2025-03-12 23:30:00,0.17135,0.17156,0.17096,0.17136,9089.28
156,2025-03-12 23:35:00,0.17136,0.17173,0.17131,0.17147,3617.2
157,2025-03-12 23:40:00,0.17147,0.17199,0.17144,0.17191,7979.14
158,2025-03-12 23:45:00,0.1719,0.17217,0.17175,0.17205,4566.17
159,2025-03-12 23:50:00,0.17206,0.17262,0.17206,0.17262,10394.83
160,2025-03-12 23:55:00,0.17262,0.17269,0.17229,0.17239,4339.01
161,2025-03-13 00:00:00,0.17238,0.17299,0.1718,0.17289,13082.87
162,2025-03-13 00:05:00,0.1729,0.17291,0.17144,0.17165,8707.45
163,2025-03-13 00:10:00,0.17165,0.17205,0.17145,0.17155,14075.44
164,2025-03-13 00:15:00,0.17156,0.17175,0.17106,0.1715,7512.95
165,2025-03-13 00:20:00,0.1715,0.17283,0.17149,0.17243,15948.57
166,2025-03-13 00:25:00,0.17242,0.17291,0.17184,0.17186,9877.08
167,2025-03-13 00:30:00,0.17187,0.1719,0.17133,0.17185,9760.81
168,2025-03-13 00:35:00,0.17186,0.17241,0.17173,0.17192,6938.44
169,2025-03-13 00:40:00,0.17193,0.17266,0.17191,0.17234,9833.41
170,2025-03-13 00:45:00,0.17235,0.17239,0.17165,0.17182,8911.03
171,2025-03-13 00:50:00,0.17181,0.17189,0.17143,0.17164,11786.39
172,2025-03-13 00:55:00,0.17165,0.17199,0.17127,0.1714,6834.22
173,2025-03-13 01:00:00,0.1714,0.17176,0.17055,0.17072,21444.97
174,2025-03-13 01:05:00,0.17072,0.17158,0.17062,0.17146,14823.81
175,2025-03-13 01:10:00,0.17146,0.17178,0.17131,0.17139,12657.11
176,2025-03-13 01:15:00,0.17138,0.17184,0.1709,0.17101,6159.44
177,2025-03-13 01:20:00,0.17101,0.17133,0.17007,0.17013,16171.43
178,2025-03-13 01:25:00,0.17013,0.17064,0.17,0.17049,12347.02
179,2025-03-13 01:30:00,0.1705,0.17109,0.17045,0.17071,6632.92
180,2025-03-13 01:35:00,0.17071,0.17076,0.17001,0.17002,7910.07
181,2025-03-13 01:40:00,0.17002,0.17039,0.16993,0.17005,7907.22
182,2025-03-13 01:45:00,0.17005,0.17098,0.17004,0.17093,11260.5
183,2025-03-13 01:50:00,0.17092,0.17225,0.1709,0.17198,23269.68
184,2025-03-13 01:55:00,0.17197,0.17199,0.1713,0.17142,7989.44
185,2025-03-13 02:00:00,0.17142,0.17174,0.17098,0.17165,6544.49
186,2025-03-13 02:05:00,0.17164,0.17296,0.17164,0.17232,19506.26
187,2025-03-13 02:10:00,0.17233,0.17281,0.172,0.17257,9774.9
188,2025-03-13 02:15:00,0.17257,0.17267,0.17191,0.17192,8844.23
189,2025-03-13 02:20:00,0.17191,0.17197,0.17149,0.1716,9859.74
190,2025-03-13 02:25:00,0.17159,0.17209,0.17151,0.1716,4906.8
191,2025-03-13 02:30:00,0.17159,0.17174,0.17109,0.17113,10620.12
192,2025-03-13 02:35:00,0.17113,0.17151,0.17106,0.17122,4883.72
193,2025-03-13 02:40:00,0.17122,0.17179,0.17114,0.17142,10564.54
194,2025-03-13 02:45:00,0.17142,0.17194,0.17131,0.17131,5430.25
195,2025-03-13 02:50:00,0.1713,0.17166,0.1711,0.17142,5590.18
196,2025-03-13 02:55:00,0.17143,0.17145,0.1707,0.17092,12080.76
197,2025-03-13 03:00:00,0.17093,0.17127,0.17072,0.17096,8195.76
198,2025-03-13 03:05:00,0.17096,0.17101,0.17018,0.17061,9016.83
199,2025-03-13 03:10:00,0.17062,0.17103,0.17051,0.17093,4589.26
200,2025-03-13 03:15:00,0.17093,0.17152,0.17091,0.17147,11194.45
201,2025-03-13 03:20:00,0.17147,0.17192,0.17104,0.17188,8827.87
202,2025-03-13 03:25:00,0.17188,0.17209,0.17107,0.1711,7836.72
203,2025-03-13 03:30:00,0.1711,0.17115,0.17027,0.17051,8863.72
204,2025-03-13 03:35:00,0.17051,0.17065,0.17018,0.17064,12631.24
205,2025-03-13 03:40:00,0.17063,0.17075,0.17035,0.17056,4913.6
206,2025-03-13 03:45:00,0.17055,0.17082,0.17033,0.17069,6968.57
207,2025-03-13 03:50:00,0.1707,0.1709,0.17041,0.17082,3607.84
208,2025-03-13 03:55:00,0.17082,0.17097,0.17042,0.17044,6386.67
209,2025-03-13 04:00:00,0.17044,0.17111,0.17027,0.17087,22943.19
210,2025-03-13 04:05:00,0.17086,0.17107,0.17066,0.17093,9498.54
211,2025-03-13 04:10:00,0.17093,0.17132,0.17075,0.17093,12455.97
212,2025-03-13 04:15:00,0.17093,0.17115,0.17007,0.17017,18549.04
213,2025-03-13 04:20:00,0.17017,0.17062,0.17011,0.17037,14951.76
214,2025-03-13 04:25:00,0.17037,0.1704,0.16983,0.16987,15349.55
215,2025-03-13 04:30:00,0.16988,0.1701,0.16914,0.16934,37697.82
216,2025-03-13 04:35:00,0.16935,0.16947,0.16905,0.16909,18043.46
217,2025-03-13 04:40:00,0.16908,0.16937,0.16866,0.16928,27159.36
218,2025-03-13 04:45:00,0.16928,0.1698,0.16919,0.16972,16783.19
219,2025-03-13 04:50:00,0.16972,0.1698,0.1692,0.16933,11816.12
220,2025-03-13 04:55:00,0.16933,0.16948,0.1691,0.16947,10429.91
221,2025-03-13 05:00:00,0.16946,0.16981,0.16932,0.16946,25120.57
222,2025-03-13 05:05:00,0.16946,0.16963,0.1691,0.1691,10436.57
223,2025-03-13 05:10:00,0.16911,0.16935,0.16887,0.16914,15312.54
224,2025-03-13 05:15:00,0.16914,0.16914,0.16867,0.1691,13451.05
225,2025-03-13 05:20:00,0.1691,0.16992,0.16896,0.16992,12511.68
226,2025-03-13 05:25:00,0.16992,0.17017,0.16951,0.16952,11786.68
227,2025-03-13 05:30:00,0.16953,0.16961,0.16853,0.16863,17084.11
228,2025-03-13 05:35:00,0.16864,0.16871,0.16823,0.16828,27679.33
229,2025-03-13 05:40:00,0.16828,0.16828,0.16785,0.16814,27935.63
230,2025-03-13 05:45:00,0.16813,0.16852,0.16736,0.16764,36356.03
231,2025-03-13 05:50:00,0.16764,0.16792,0.16707,0.16756,36973.1
232,2025-03-13 05:55:00,0.16757,0.1679,0.16748,0.1677,21301.45
233,2025-03-13 06:00:00,0.1677,0.16791,0.167,0.16713,21852.13
234,2025-03-13 06:05:00,0.16713,0.16723,0.16661,0.16692,23555.61
235,2025-03-13 06:10:00,0.16693,0.16728,0.1669,0.16702,12663.47
236,2025-03-13 06:15:00,0.16703,0.16732,0.16691,0.1672,14226.57
237,2025-03-13 06:20:00,0.1672,0.1673,0.16654,0.16663,17421.0
238,2025-03-13 06:25:00,0.16663,0.16708,0.16641,0.16702,16653.38
239,2025-03-13 06:30:00,0.16702,0.16749,0.16689,0.16743,10352.07
240,2025-03-13 06:35:00,0.16742,0.1677,0.16715,0.16737,10676.52
241,2025-03-13 06:40:00,0.16737,0.16781,0.16733,0.16761,13604.64
242,2025-03-13 06:45:00,0.16762,0.16825,0.16762,0.16801,22152.6
243,2025-03-13 06:50:00,0.16802,0.16894,0.16794,0.1685,40383.97
244,2025-03-13 06:55:00,0.1685,0.1686,0.16818,0.1685,19858.12
245,2025-03-13 07:00:00,0.16851,0.16876,0.16818,0.16844,7847.05
246,2025-03-13 07:05:00,0.16844,0.1688,0.16811,0.16822,10212.05
247,2025-03-13 07:10:00,0.16822,0.16847,0.16816,0.16818,4572.25
248,2025-03-13 07:15:00,0.16818,0.1691,0.16816,0.16874,17512.21
249,2025-03-13 07:20:00,0.16875,0.17014,0.16866,0.16961,29521.16
250,2025-03-13 07:25:00,0.16962,0.17006,0.16945,0.16986,10425.68
251,2025-03-13 07:30:00,0.16987,0.17075,0.16969,0.16999,19381.57
252,2025-03-13 07:35:00,0.16999,0.17008,0.16961,0.16971,11618.02
253,2025-03-13 07:40:00,0.16972,0.1701,0.16961,0.16977,7138.25
254,2025-03-13 07:45:00,0.16978,0.17017,0.16961,0.17014,11808.05
255,2025-03-13 07:50:00,0.17013,0.17056,0.16989,0.1699,6930.79
256,2025-03-13 07:55:00,0.16989,0.17024,0.16967,0.16976,9045.84
257,2025-03-13 08:00:00,0.16976,0.17013,0.1695,0.17003,9938.66
258,2025-03-13 08:05:00,0.17004,0.17052,0.16985,0.17041,6820.9
259,2025-03-13 08:10:00,0.17041,0.1708,0.17028,0.1703,9768.48
260,2025-03-13 08:15:00,0.1703,0.1705,0.16963,0.16984,13330.74
261,2025-03-13 08:20:00,0.16984,0.17005,0.16902,0.16917,20333.45
262,2025-03-13 08:25:00,0.16917,0.16918,0.16823,0.16868,22154.95
263,2025-03-13 08:30:00,0.16868,0.16916,0.16846,0.16893,20108.24
264,2025-03-13 08:35:00,0.16891,0.16941,0.16873,0.16883,7738.33
265,2025-03-13 08:40:00,0.16882,0.16914,0.16815,0.16906,16414.93
266,2025-03-13 08:45:00,0.16906,0.1699,0.16888,0.16979,15064.88
267,2025-03-13 08:50:00,0.16979,0.17017,0.16968,0.16978,16564.96
268,2025-03-13 08:55:00,0.16977,0.17045,0.1697,0.17001,12402.29
269,2025-03-13 09:00:00,0.17001,0.17136,0.17001,0.17004,33232.0
270,2025-03-13 09:05:00,0.17004,0.17053,0.16991,0.1701,8641.82
271,2025-03-13 09:10:00,0.17009,0.17043,0.17003,0.17032,7508.03
272,2025-03-13 09:15:00,0.17033,0.17084,0.1703,0.17083,8782.09
273,2025-03-13 09:20:00,0.17083,0.17119,0.17046,0.17056,25926.74
274,2025-03-13 09:25:00,0.17058,0.1707,0.17036,0.17045,7708.48
275,2025-03-13 09:30:00,0.17046,0.17069,0.17021,0.17065,6923.66
276,2025-03-13 09:35:00,0.17064,0.17104,0.17042,0.17097,13056.43
277,2025-03-13 09:40:00,0.17098,0.17119,0.17073,0.17091,10469.52
278,2025-03-13 09:45:00,0.17092,0.17221,0.17089,0.17183,28310.64
279,2025-03-13 09:50:00,0.17183,0.17271,0.17168,0.17197,32564.88
280,2025-03-13 09:55:00,0.17196,0.17253,0.17194,0.17241,18696.87
281,2025-03-13 10:00:00,0.1724,0.17266,0.17173,0.17207,15955.86
282,2025-03-13 10:05:00,0.17207,0.17213,0.17118,0.17138,14572.1
283,2025-03-13 10:10:00,0.17137,0.17185,0.17131,0.1717,12360.58
284,2025-03-13 10:15:00,0.17169,0.17195,0.17094,0.17097,24813.94
285,2025-03-13 10:20:00,0.17097,0.17141,0.17078,0.17131,6829.78
286,2025-03-13 10:25:00,0.17131,0.17149,0.17044,0.17118,18196.54
287,2025-03-13 10:30:00,0.17117,0.17183,0.17054,0.17062,14202.25
288,2025-03-13 10:35:00,0.17061,0.17113,0.1703,0.17099,9382.0
289,2025-03-13 10:40:00,0.17099,0.17129,0.17068,0.17081,4954.38
290,2025-03-13 10:45:00,0.17082,0.17124,0.17064,0.17124,5437.35
291,2025-03-13 10:50:00,0.17123,0.17178,0.17122,0.1715,7987.62
292,2025-03-13 10:55:00,0.17148,0.17171,0.17115,0.17134,10057.7
293,2025-03-13 11:00:00,0.17134,0.17168,0.17092,0.17107,8292.05
294,2025-03-13 11:05:00,0.17107,0.17125,0.17067,0.171,5815.54
295,2025-03-13 11:10:00,0.17099,0.17129,0.17062,0.17067,4001.12
296,2025-03-13 11:15:00,0.17067,0.17071,0.17007,0.17028,12703.64
297,2025-03-13 11:20:00,0.17027,0.17067,0.17017,0.17037,4723.44
298,2025-03-13 11:25:00,0.17037,0.17043,0.16962,0.16993,31827.95
299,2025-03-13 11:30:00,0.16994,0.16995,0.16989,0.16991,281.91
